,name,type,type_id,abv,rating,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty
3001,Bruocsella (1900) Grand Cru,Lambic - Traditional,121,5.0,3.97,29,23,6,13,40,122,0,58,16,6,11
3002,50 Degrees North-4 Degrees East,Lambic - Traditional,121,7.0,4.39,21,38,29,17,62,106,0,66,25,5,15
3003,Oude Lambiek De Cam,Lambic - Traditional,121,4.8,4.24,55,33,11,16,61,213,2,94,23,7,21
3004,Zenne Y Frontera,Lambic - Traditional,121,7.0,4.75,13,26,3,10,47,109,0,89,13,12,14
3005,Lambic,Lambic - Traditional,121,5.0,4.13,33,43,2,9,18,107,0,34,14,12,14
3006,Lambic,Lambic - Traditional,121,6.0,4.04,60,31,19,7,45,233,1,104,17,6,26
3007,7 Day Golden Sour,Lambic - Traditional,121,5.0,4.01,27,30,13,13,27,168,0,65,20,13,34
3008,Beersel Mattina,Lambic - Traditional,121,6.2,4.14,41,36,10,16,41,163,1,69,43,24,10
3009,Tuverbol,Lambic - Traditional,121,11.0,3.89,33,43,40,19,48,157,0,91,30,15,24
3010,Lambic D'Haute Densité,Lambic - Traditional,121,9.7,3.63,15,23,9,7,28,50,0,31,10,2,19
3011, Divina,Lambic - Traditional,121,5.5,3.81,22,22,2,3,39,92,1,58,5,9,13
3012,Lambiek Oud Beersel,Lambic - Traditional,121,5.6,3.9,15,30,0,8,18,87,2,39,9,2,10
3013,Boon Oude Lambic,Lambic - Traditional,121,6.5,3.99,14,17,2,5,20,48,0,25,7,5,5
3014,Lambic Vin Jaune / La Vie est Belge,Lambic - Traditional,121,6.0,4.46,6,8,3,2,22,25,0,15,6,1,4
3015,Jonge Lambik (Young Lambic),Lambic - Traditional,121,5.0,4.07,6,10,2,3,4,50,0,19,9,1,9
3016,Lambiek (1 Year Old),Lambic - Traditional,121,5.0,4.06,16,21,2,0,6,39,0,12,2,6,2
3017,Jonge Lambik,Lambic - Traditional,121,5.0,4.04,6,14,0,2,5,33,0,14,4,2,3
3018,Spontané Wilde,Lambic - Traditional,121,7.4,4.26,23,10,7,5,17,61,1,33,14,2,19
3019,Oude Lambik,Lambic - Traditional,121,5.0,4.12,6,7,2,1,5,22,0,9,1,2,1
3020,Reine Des Prés,Lambic - Traditional,121,5.5,4.43,1,0,3,4,4,9,0,4,18,2,0
3021,Lambik (1 Year Old Unblended),Lambic - Traditional,121,5.0,3.78,14,12,3,1,24,56,0,31,4,6,7
3022,Vesterbro Spontanale,Lambic - Traditional,121,5.5,3.71,2,2,0,0,2,10,0,2,0,0,1
3023,Oude Lambic - 2 Yr Unblended Lambic,Lambic - Traditional,121,6.0,4.22,16,5,1,0,6,31,0,5,1,0,5
3024,Lambiek De Cam,Lambic - Traditional,121,5.0,4.3,10,2,2,3,9,27,0,17,6,0,2
3025,Boon Lambiek,Lambic - Traditional,121,6.0,4.09,12,6,0,0,3,19,0,4,2,2,4
3026,Lambik (2 Year Old Unblended),Lambic - Traditional,121,5.0,4.2,18,10,2,12,21,48,0,24,15,2,9
3027,Oude Lambic - 1 Yr Unblended Lambic,Lambic - Traditional,121,5.0,4.17,0,0,0,0,0,0,0,0,0,0,0
3028,Jonge Lambiek,Lambic - Traditional,121,5.0,3.71,9,13,0,3,14,32,4,21,3,5,4
3029,SPON - Still,Lambic - Traditional,121,5.4,4.1,0,0,0,0,0,0,0,0,0,0,0
3030,Oude Lambik,Lambic - Traditional,121,5.0,3.88,6,11,0,1,6,17,0,14,0,4,0
3031,Oude Vieux Lambiek,Lambic - Traditional,121,6.0,4.15,4,4,0,3,0,13,0,10,2,0,0
3032,De Troch Jonge Lambik,Lambic - Traditional,121,5.0,3.91,2,2,1,0,0,5,0,0,0,0,0
3033,Lambik (3 Year Old Unblended),Lambic - Traditional,121,5.0,4.04,5,9,0,2,4,17,0,5,1,4,5
3034,Jung,Lambic - Traditional,121,5.5,4.07,0,0,0,0,0,0,0,0,0,0,0
3035,Jung - Mosaic,Lambic - Traditional,121,5.5,3.81,0,0,0,0,0,0,0,0,0,0,0
3036,Mort Subite Blonde Lambic,Lambic - Traditional,121,5.5,3.42,4,1,0,4,4,11,0,4,6,0,0
3037,Herberg Oude Lambiek,Lambic - Traditional,121,6.0,4.16,4,4,1,2,1,14,0,6,1,1,0
3038,Sonambic,Lambic - Traditional,121,6.0,3.75,0,0,0,0,0,0,0,0,0,0,0
3039,Boon Lambik Foeder 97,Lambic - Traditional,121,6.5,4.41,0,0,0,0,0,0,0,0,0,0,0
3040,Oud,Lambic - Traditional,121,6.0,3.99,7,6,1,1,11,34,0,19,2,1,7
3041,Boon Lambik Foeder 104,Lambic - Traditional,121,6.5,4.14,0,0,0,1,2,3,0,3,2,0,0
3042,Tilquin Jonge Lambic,Lambic - Traditional,121,6.0,4.35,1,1,1,1,5,5,0,5,2,0,0
3043,Cuvée Moeder (Lambic),Lambic - Traditional,121,5.0,4.18,0,0,0,0,0,0,0,0,0,0,0
3044,Rooted,Lambic - Traditional,121,6.0,3.99,0,0,2,0,0,4,0,0,0,0,0
3045,Jong Lambiek,Lambic - Traditional,121,6.0,4.05,0,0,0,0,0,0,0,0,0,0,0
3046,Emergent Behavior,Lambic - Traditional,121,7.6,3.65,2,0,0,0,0,2,0,0,0,0,0
3047,El Dorado,Lambic - Traditional,121,5.5,4.3,0,0,0,0,0,0,0,0,0,0,0
3048,O'Doul's,Low Alcohol Beer,83,0.5,1.94,22,26,24,20,12,8,3,1,41,6,62
3049,O'Doul's Amber,Low Alcohol Beer,83,0.5,2.22,15,32,34,33,57,17,3,14,57,4,94
3050,Kaliber,Low Alcohol Beer,83,0.5,2.51,9,25,15,17,26,7,0,9,21,2,47
3051,Clausthaler Original (Non-Alcoholic/Alkoholfrei),Low Alcohol Beer,83,0.5,2.88,20,23,11,45,31,5,4,3,71,8,50
3052,Sharp's,Low Alcohol Beer,83,0.4,1.57,6,13,15,5,15,2,0,4,5,1,44
3053,St. Pauli N. A.,Low Alcohol Beer,83,0.5,2.32,17,19,18,16,16,7,4,2,34,4,50
3054,Buckler Non-Alcoholic Brew,Low Alcohol Beer,83,0.5,2.6,18,21,15,31,24,6,3,6,47,7,56
3055,Erdinger Weissbier Alkoholfrei (Non-Alcoholic),Low Alcohol Beer,83,0.5,2.99,22,32,27,38,46,12,3,14,77,21,90
3056,Nanny State,Low Alcohol Beer,83,0.5,3.16,20,43,37,118,48,57,2,89,146,15,89
3057,Beck's Non-Alcoholic,Low Alcohol Beer,83,0.3,2.43,18,26,34,23,24,6,4,6,48,6,59
3058,Busch NA,Low Alcohol Beer,83,0.5,2.16,5,30,20,9,5,4,1,1,13,0,40
3059,Coors Non-AlcoholicCoors Brewing Company (Molson-Coors),Low Alcohol Beer,83,0.5,2.14,17,30,27,22,26,6,2,3,28,2,54
3060,Clausthaler Golden Amber,Low Alcohol Beer,83,0.3,3.29,22,38,29,40,65,16,0,13,70,4,81
3061,Drive,Low Alcohol Beer,83,0.5,2.9,13,24,30,36,15,10,0,5,48,7,40
3062,Warsteiner Premium Fresh,Low Alcohol Beer,83,0.5,2.45,22,23,17,46,18,15,2,5,65,2,57
3063,Run Wild IPA,Low Alcohol Beer,83,0.4,3.89,24,34,23,51,26,39,0,44,64,2,34
3064,Heineken 0.0,Low Alcohol Beer,83,0.05,2.86,19,26,26,23,28,14,1,9,33,0,56
3065,Old Milwaukee Non Alcoholic,Low Alcohol Beer,83,0.4,2.42,5,28,20,14,17,4,0,1,15,1,44
3066,Hefe-Weissbier Alkoholfrei,Low Alcohol Beer,83,0.55,3.14,8,17,11,6,8,17,0,25,7,2,28
3067,Clausthaler Dry Hopped,Low Alcohol Beer,83,0.5,3.43,27,39,19,75,47,27,3,53,120,7,68
3068,Hefeweissbier Alkoholfrei,Low Alcohol Beer,83,0.5,3.29,4,15,14,1,6,12,2,18,5,13,29
3069,Baltika #0 Non-Alcoholic,Low Alcohol Beer,83,0.5,2.45,4,17,14,16,22,10,0,13,19,1,32
3070,Gerstel Non Alcoholic,Low Alcohol Beer,83,0.55,2.73,7,30,7,33,40,11,4,3,43,1,64
3071,ThomasBrau,Low Alcohol Beer,83,0.5,2.48,12,31,31,24,42,7,3,11,30,0,62
3072,Drink'in The Snow,Low Alcohol Beer,83,0.3,3.35,4,7,8,11,10,9,0,8,12,9,16
3073,Schneider Weisse Tap 3 Mein Alkoholfreies,Low Alcohol Beer,83,0.5,2.86,7,15,10,4,13,7,0,13,5,6,27
3074,Labatt Blue Non-Alcoholic,Low Alcohol Beer,83,0.5,2.89,8,14,18,12,32,6,0,23,17,0,24
3075,Upside Dawn Golden Ale,Low Alcohol Beer,83,0.4,3.87,10,19,17,20,9,13,1,17,34,2,14
3076,Special Effects,Low Alcohol Beer,83,0.4,3.4,9,17,14,30,27,22,2,23,35,0,33
3077,Bavaria 0.0%,Low Alcohol Beer,83,0.55,2.55,4,15,7,11,18,9,1,4,15,0,27
3078,Penn's Best N.A.,Low Alcohol Beer,83,0.5,2.79,7,18,15,21,27,7,0,11,22,0,29
3079,Beck's Blue,Low Alcohol Beer,83,0.05,2.75,14,13,5,15,9,7,1,4,21,1,20
3080,Original Alkoholfrei,Low Alcohol Beer,83,0.4,3.66,16,16,13,18,19,9,6,6,42,4,55
3081,Haake Beck NA,Low Alcohol Beer,83,0.5,2.81,17,22,10,25,24,13,1,11,31,3,33
3082,Krombacher Alkoholfrie,Low Alcohol Beer,83,0.5,3.56,11,19,16,21,24,8,3,7,30,3,29
3083,Einbecker Brauherren Non-Alcoholic,Low Alcohol Beer,83,0.5,2.93,24,13,12,30,8,8,3,6,51,7,39
3084,Hellraiser Dark Amber,Low Alcohol Beer,83,0.3,3.83,10,18,12,31,22,22,1,25,36,6,35
3085,Pabst Blue Ribbon Non-Alcoholic,Low Alcohol Beer,83,0.5,2.59,14,22,16,12,13,5,0,5,18,0,15
3086,Molson Exel,Low Alcohol Beer,83,0.5,2.31,11,12,5,9,20,4,0,1,11,0,18
3087,Alkoholfrei,Low Alcohol Beer,83,0.55,2.65,14,17,13,25,10,2,3,0,55,5,37
3088,Malta India,Low Alcohol Beer,83,0.5,2.78,4,22,13,19,47,4,0,3,8,2,56
3089,Fentimans Full Bodied Shandy,Low Alcohol Beer,83,0.5,3.38,2,12,7,8,14,25,0,31,11,4,11
3090,Budweiser Prohibition Brew,Low Alcohol Beer,83,0.55,2.2,7,8,15,7,23,7,0,10,12,1,15
3091,Bavaria 0.0% Wit,Low Alcohol Beer,83,0.55,3.61,3,15,19,6,23,31,0,27,13,7,8
3092,IPA,Low Alcohol Beer,83,0.5,3.18,4,5,14,12,3,8,1,8,15,1,11
3093,Weisse Alkoholfrei,Low Alcohol Beer,83,0.2,3.38,4,8,7,3,12,3,0,7,4,2,15
3094,Krombacher Weizen Alkoholfrei,Low Alcohol Beer,83,0.38,3.71,7,21,14,13,18,20,3,32,30,23,35
3095,Weizen-Radler Non-Alcoholic,Low Alcohol Beer,83,0.5,3.37,15,17,9,18,22,54,3,52,29,14,35
3096,Jupiler NA,Low Alcohol Beer,83,0.5,2.02,0,5,3,4,7,1,0,0,5,2,7
3097,Genesee NA,Low Alcohol Beer,83,0.05,2.0,2,10,10,3,13,3,0,1,3,3,20
3098,Brawler Champion Ale,Mild Ale - English Dark,12,4.2,3.73,6,45,8,45,48,7,0,6,56,3,86
3099,Mild Winter,Mild Ale - English Dark,12,5.6,3.7,11,57,17,35,99,21,0,33,41,19,163
3100,Commercial Suicide,Mild Ale - English Dark,12,2.9,3.59,26,46,14,22,38,73,2,28,22,9,74
3101,Samuel Adams Ruby MildBoston Beer Company (Samuel Adams),Mild Ale - English Dark,12,5.6,3.41,10,44,14,28,87,21,0,26,34,5,111
3102,Guinness Generous Ale,Mild Ale - English Dark,12,5.6,3.37,10,45,3,13,54,11,0,19,17,18,69
3103,Black CatMoorhouse's Brewery (Burnley) Ltd,Mild Ale - English Dark,12,3.4,3.85,15,116,9,66,83,21,0,17,50,6,154
3104,Motor City Brewing Ghettoblaster,Mild Ale - English Dark,12,4.2,3.39,25,48,22,46,67,44,3,32,70,11,155
3105,Mild,Mild Ale - English Dark,12,4.2,3.91,12,73,3,33,39,8,1,7,28,13,115
3106,Hockley Dark,Mild Ale - English Dark,12,5.0,3.65,12,68,8,33,74,19,0,27,32,8,107
3107,Dark Ale,Mild Ale - English Dark,12,4.5,3.33,12,79,5,45,81,22,0,24,35,5,106
3108,Neustadt 10w30,Mild Ale - English Dark,12,5.5,3.67,6,59,9,40,75,14,1,24,31,5,129
3109,Plus / Minus,Mild Ale - English Dark,12,4.2,3.39,20,67,10,35,65,18,0,21,35,10,130
3110,Cains Dark Mild,Mild Ale - English Dark,12,3.2,3.65,15,112,10,49,84,11,0,21,46,9,142
3111,Earl Of Brixom,Mild Ale - English Dark,12,3.9,3.56,20,59,14,42,71,11,0,19,39,6,134
3112,Solidarity,Mild Ale - English Dark,12,3.8,3.74,7,82,12,45,36,10,0,4,18,6,102
3113,Tooheys Old,Mild Ale - English Dark,12,4.8,3.34,8,59,10,54,50,9,0,4,36,9,100
3114,Uncle,Mild Ale - English Dark,12,3.8,3.69,10,22,3,22,19,6,0,4,17,2,70
3115,Black Tusk Ale,Mild Ale - English Dark,12,5.0,3.46,15,79,7,60,71,13,1,22,38,6,138
3116,Working Man,Mild Ale - English Dark,12,3.3,3.87,11,53,11,38,51,6,0,9,34,10,113
3117,Floppin' Crappie,Mild Ale - English Dark,12,4.5,2.94,13,48,6,40,49,11,3,8,41,8,99
3118,Winter Spirit,Mild Ale - English Dark,12,4.5,3.3,5,22,6,16,23,2,1,3,23,2,48
3119,Dark Ale,Mild Ale - English Dark,12,5.0,3.31,11,47,9,40,57,10,0,8,30,1,108
3120,Compensation,Mild Ale - English Dark,12,4.7,4.15,3,9,1,13,16,0,0,0,7,0,37
3121,Mild At Heart,Mild Ale - English Dark,12,4.3,3.89,7,50,8,23,31,7,0,6,15,12,77
3122,Old Gollywobbler Brown Ale,Mild Ale - English Dark,12,4.0,3.53,6,26,2,21,39,5,0,4,24,5,70
3123,Stronghold Session Ale,Mild Ale - English Dark,12,4.7,4.13,22,54,7,49,43,12,2,13,49,7,81
3124, Dark,Mild Ale - English Dark,12,3.5,3.8,22,88,3,44,55,16,0,8,32,19,107
3125,Drift Mild Ale,Mild Ale - English Dark,12,4.4,3.73,1,12,0,3,5,0,0,0,4,2,15
3126,Dark Mild,Mild Ale - English Dark,12,3.6,3.93,14,63,5,35,31,5,0,4,29,11,78
3127,Mamoot,Mild Ale - English Dark,12,3.6,3.83,11,40,3,37,47,5,0,7,31,3,88
3128,Ale Of Fergus,Mild Ale - English Dark,12,4.0,3.64,4,28,1,14,18,5,0,4,15,7,38
3129,Lord Proprietor's Mild,Mild Ale - English Dark,12,3.5,3.98,8,34,6,35,19,4,0,5,61,1,62
3130,Community Dark Mild Ale,Mild Ale - English Dark,12,3.7,3.89,2,34,2,21,23,2,0,4,14,3,62
3131,J. Henry Original Mild Ale,Mild Ale - English Dark,12,5.9,3.72,4,11,0,5,18,1,0,5,4,1,24
3132,Myshka,Mild Ale - English Dark,12,3.5,3.92,4,13,1,10,5,0,0,2,13,1,21
3133,After Dark,Mild Ale - English Dark,12,5.0,3.68,9,59,5,35,60,28,1,32,34,9,88
3134,Homespun Moon,Mild Ale - English Dark,12,3.8,3.74,1,3,0,2,3,1,0,2,0,0,7
3135,Original Sarah Hughes Dark Ruby MildBeacon Hotel (Sarah Hughes Brewery),Mild Ale - English Dark,12,6.0,3.78,7,49,5,21,83,55,0,69,14,14,50
3136,Oliver's Dark Horse,Mild Ale - English Dark,12,4.0,3.49,4,33,4,22,25,1,0,1,19,13,48
3137,Saunter,Mild Ale - English Dark,12,0.0,4.27,0,13,0,5,6,1,0,3,2,3,13
3138,Gale's Festival Mild,Mild Ale - English Dark,12,4.8,3.93,22,65,16,39,88,46,1,51,38,15,74
3139,Champagne Tortoise,Mild Ale - English Dark,12,5.3,3.75,3,7,0,6,10,1,0,0,9,0,38
3140,Nutty Black,Mild Ale - English Dark,12,3.3,3.37,7,42,6,17,40,9,0,7,20,2,50
3141,D'Artagnan Dark British Ale,Mild Ale - English Dark,12,6.5,3.65,5,38,4,17,23,2,0,2,12,1,54
3142,Ruby Mild,Mild Ale - English Dark,12,4.4,3.66,8,30,5,15,36,14,0,15,13,8,46
3143,London Ruby Anglaise,Mild Ale - English Dark,12,4.0,3.51,5,25,3,20,22,8,0,5,29,2,43
3144,Stone Warrior,Mild Ale - English Dark,12,5.0,3.33,2,0,0,3,3,0,0,2,2,0,14
3145,Little London,Mild Ale - English Dark,12,5.1,3.83,3,12,3,9,14,5,0,5,7,0,29
3146,Fat Belly Amber,Mild Ale - English Dark,12,4.6,3.71,1,15,2,10,19,6,0,5,10,1,30
3147,Dark Mild,Mild Ale - English Dark,12,4.5,4.09,0,4,2,2,2,0,0,0,2,0,6
3148,Ossian,Mild Ale - English Pale,47,4.1,3.81,15,64,10,56,71,39,1,46,78,10,101
3149,Dead Horse Amber Ale,Mild Ale - English Pale,47,4.0,3.37,13,35,8,35,40,24,1,30,40,3,77
3150,Mid Mountain Mild Ale,Mild Ale - English Pale,47,5.0,3.54,15,37,5,35,56,26,3,23,43,7,113
3151,Mild Ale,Mild Ale - English Pale,47,3.5,3.12,17,33,8,30,25,34,1,28,43,5,43
3152,Gutch English Style Mild Ale,Mild Ale - English Pale,47,5.0,3.77,21,24,9,19,36,13,0,13,33,1,63
3153,Minerva Pale Ale,Mild Ale - English Pale,47,6.0,3.52,8,14,7,32,31,18,0,19,49,1,50
3154,Funnel Cake Ale (State Fair Of Texas Beer),Mild Ale - English Pale,47,4.1,3.45,0,3,1,2,17,2,0,1,1,6,4
3155,Passenger Ale,Mild Ale - English Pale,47,5.0,3.16,17,18,6,20,40,42,0,38,39,2,35
3156,Snickerdoodle,Mild Ale - English Pale,47,5.2,3.59,1,2,1,0,5,5,0,3,0,4,5
3157,Hop,Mild Ale - English Pale,47,5.0,3.37,26,35,2,64,37,32,0,32,76,9,51
3158,Lake Lightening,Mild Ale - English Pale,47,0.0,3.93,6,8,0,9,1,2,0,2,9,3,4
3159,Ramshackle Golden Mild,Mild Ale - English Pale,47,4.0,3.56,0,0,0,0,0,0,0,0,0,0,0
3160,The Little Spree,Mild Ale - English Pale,47,4.3,4.06,2,7,3,9,2,4,2,6,16,1,8
3161,Golden Pippin Ale,Mild Ale - English Pale,47,3.9,3.47,13,11,7,23,13,24,2,28,25,5,16
3162,Owl's Head Light Ale,Mild Ale - English Pale,47,3.2,2.76,12,7,2,10,3,1,0,1,10,0,12
3163,O'Hanlons Yellowhammer,Mild Ale - English Pale,47,4.7,3.68,18,14,4,40,14,26,0,28,52,4,28
